project_id,work_name,category,mp_name,state,district,agency_name,sanction_date,expected_completion,actual_completion,estimated_cost,sanctioned_amount,released_amount,expenditure,progress_percentage,latitude,longitude,status,is_cost_anomaly,is_exp_anomaly,is_progress_anomaly,is_delay,is_duplicate
MPLAD-2024-01468,Construction of Health in District_8,Health,MP_21,Gujarat,District_8,Agency_12,2023-10-23,2024-07-25,,3494968.98,3610366.9,2455885.35,1703622.76,46.33,18.8672,94.84035,In Progress,False,False,False,False,False
MPLAD-2024-01469,Construction of Roads in District_2,Roads,MP_27,Karnataka,District_2,Agency_7,2023-08-24,2024-07-27,,4315719.56,4146974.93,2297679.88,1591238.17,35.29,25.9537,72.167057,In Progress,False,False,False,False,False
MPLAD-2024-01470,Construction of Sanitation in District_6,Sanitation,MP_9,Gujarat,District_6,Agency_3,2023-07-20,2024-03-20,,3089493.06,4656545.56,3065395.44,2466833.53,52.81,36.369815,93.34901,In Progress,True,False,False,False,False
MPLAD-2024-01471,Construction of Sanitation in District_1,Sanitation,MP_17,Gujarat,District_1,Agency_21,2023-10-08,2024-08-04,,2436283.12,2325550.77,2146048.83,1953023.41,89.37,11.710548,96.939539,In Progress,False,False,False,False,False
MPLAD-2024-01472,Construction of Sanitation in District_13,Sanitation,MP_46,Uttar Pradesh,District_13,Agency_25,2023-05-05,2023-12-10,,2034336.89,2079947.72,1984306.39,1202607.15,62.54,16.974966,96.315983,In Progress,False,False,False,False,False
MPLAD-2024-01473,Construction of Sanitation in District_13,Water Supply,MP_47,Gujarat,District_10,Agency_6,2023-06-07,2024-03-17,,2125040.08,2221397.01,1170170.47,958571.36,43.43,16.975066,96.316083,In Progress,False,False,False,False,True
MPLAD-2024-01474,Construction of Sanitation in District_13,Water Supply,MP_47,Uttar Pradesh,District_12,Agency_24,2023-05-09,2023-11-26,,3822383.16,3704198.7,2876017.28,1765760.76,52.01,16.975166,96.316183,In Progress,False,False,False,False,True
MPLAD-2024-01475,Construction of Water Supply in District_13,Water Supply,MP_11,Tamil Nadu,District_13,Agency_12,2023-01-22,2023-09-06,,1969242.43,1952320.3,1203342.14,867738.55,47.76,28.649839,84.818897,In Progress,False,False,False,False,False
MPLAD-2024-01476,Construction of Community Hall in District_11,Community Hall,MP_35,Tamil Nadu,District_11,Agency_22,2023-01-12,2023-12-29,2024-06-02,1356012.71,1382318.29,806177.9,688367.35,47.31,20.094413,78.163636,Delayed,False,False,False,True,False
MPLAD-2024-01477,Construction of Health in District_17,Health,MP_37,Tamil Nadu,District_17,Agency_27,2023-04-26,2023-11-19,,4435255.66,4269618.58,3342353.24,1884845.66,13.75,34.247266,80.603622,In Progress,False,False,True,False,False
MPLAD-2024-01478,Construction of Sanitation in District_6,Sanitation,MP_18,Gujarat,District_6,Agency_11,2023-12-23,2024-07-05,,2952369.04,3078560.04,2341231.65,1684327.23,55.57,27.987662,71.099618,In Progress,False,False,False,False,False
MPLAD-2024-01479,Construction of Health in District_10,Health,MP_16,Maharashtra,District_10,Agency_7,2023-07-01,2024-02-15,,4284442.11,4256809.61,2282391.72,1948665.43,44.65,10.910657,86.379592,In Progress,False,False,False,False,False
MPLAD-2024-01480,Construction of Health in District_13,Health,MP_47,Maharashtra,District_13,Agency_8,2023-12-31,2024-11-28,,4520525.41,4695810.37,4596408.23,4092951.94,8.77,19.026994,91.737735,In Progress,False,False,True,False,False
MPLAD-2024-01481,Construction of Roads in District_2,Roads,MP_39,Gujarat,District_2,Agency_7,2023-09-10,2024-05-02,2024-04-12,2465012.02,2490043.85,1999899.82,2491895.42,100.0,22.593622,81.478742,Completed,False,True,False,False,False
MPLAD-2024-01482,Construction of Education in District_14,Education,MP_3,Maharashtra,District_14,Agency_24,2023-09-16,2024-07-19,,4990054.98,9947676.42,5861162.25,7650151.73,81.73,30.528949,90.868871,In Progress,True,True,False,False,False
MPLAD-2024-01483,Construction of Water Supply in District_15,Water Supply,MP_33,Maharashtra,District_15,Agency_28,2023-01-05,2023-07-06,,3832095.14,3737909.07,3480150.5,3139268.22,78.85,11.783213,96.292544,In Progress,False,False,False,False,False
MPLAD-2024-01484,Construction of Roads in District_19,Roads,MP_7,Maharashtra,District_19,Agency_11,2023-11-02,2024-09-11,,4473295.85,4649202.02,4385072.45,3261437.41,72.2,23.815523,69.484984,In Progress,False,False,False,False,False
MPLAD-2024-01485,Construction of Water Supply in District_16,Water Supply,MP_41,Tamil Nadu,District_16,Agency_23,2023-11-02,2024-05-30,,3982012.34,3984135.56,3282348.16,2383601.56,59.73,12.981884,76.082698,In Progress,False,False,False,False,False
MPLAD-2024-01486,Construction of Roads in District_7,Roads,MP_26,Gujarat,District_7,Agency_12,2023-02-09,2023-10-26,,1635410.77,1585639.71,1564215.64,889883.92,53.53,25.1271,85.695179,In Progress,False,False,False,False,False
MPLAD-2024-01487,Construction of Sanitation in District_10,Sanitation,MP_7,Gujarat,District_10,Agency_18,2023-06-25,2023-12-28,,1615896.52,1663358.22,1484715.93,900915.18,51.87,35.201648,91.944472,In Progress,False,False,False,False,False
MPLAD-2024-01488,Construction of Water Supply in District_6,Water Supply,MP_47,Uttar Pradesh,District_6,Agency_6,2023-02-07,2023-10-06,,3791188.13,3632804.89,2576138.34,1936446.72,49.97,20.998571,85.42975,In Progress,False,False,False,False,False
MPLAD-2024-01489,Construction of Water Supply in District_3,Water Supply,MP_17,Maharashtra,District_3,Agency_2,2023-09-24,2024-08-06,,2309506.72,2374391.12,2184973.57,1410671.95,63.44,11.00372,92.294144,In Progress,False,False,False,False,False
MPLAD-2024-01490,Construction of Health in District_11,Health,MP_16,Maharashtra,District_11,Agency_16,2023-01-24,2023-12-02,,1611001.73,1543811.22,1267295.64,902785.7,63.25,18.532487,76.327416,In Progress,False,False,False,False,False
MPLAD-2024-01491,Construction of Education in District_1,Education,MP_3,Karnataka,District_1,Agency_7,2023-07-04,2024-04-08,2024-03-20,3002939.62,2989710.53,2009725.34,2768389.67,97.4,32.736535,96.212842,Completed,False,True,False,False,False
MPLAD-2024-01492,Construction of Roads in District_5,Roads,MP_44,Karnataka,District_5,Agency_15,2023-03-31,2023-11-21,,2066624.77,4579833.68,3192735.41,2569152.32,55.83,36.81942,89.138162,In Progress,True,False,False,False,False
MPLAD-2024-01493,Construction of Roads in District_17,Roads,MP_36,Karnataka,District_17,Agency_6,2023-09-06,2024-06-20,,4809965.2,4971084.39,4729740.76,4098266.63,81.77,15.301865,78.739285,In Progress,False,False,False,False,False
MPLAD-2024-01494,Construction of Roads in District_17,Education,MP_34,Gujarat,District_7,Agency_27,2023-05-04,2024-01-16,,1080944.93,1083538.46,815394.01,600425.74,21.73,15.301965,78.739385,In Progress,False,False,True,False,True
MPLAD-2024-01495,Construction of Sanitation in District_7,Sanitation,MP_22,Karnataka,District_7,Agency_10,2023-09-28,2024-04-29,,2475530.09,2456705.21,1671214.15,1436113.07,58.74,24.590895,92.737393,In Progress,False,False,False,False,False
MPLAD-2024-01496,Construction of Community Hall in District_4,Community Hall,MP_4,Tamil Nadu,District_4,Agency_4,2023-11-07,2024-05-17,,4223712.61,4068369.33,3486418.76,2426360.09,57.19,9.450546,82.130237,In Progress,False,False,False,False,False
MPLAD-2024-01497,Construction of Sanitation in District_10,Sanitation,MP_19,Maharashtra,District_10,Agency_19,2023-05-11,2024-04-04,2024-03-23,2421746.72,2361569.47,2001042.51,2817055.95,100.0,9.433976,92.613828,Completed,False,True,False,False,False
MPLAD-2024-01498,Construction of Community Hall in District_14,Community Hall,MP_40,Gujarat,District_14,Agency_19,2023-10-10,2024-09-18,,1039838.96,1085291.63,883221.11,569528.34,49.82,8.261164,74.828671,In Progress,False,False,False,False,False
MPLAD-2024-01499,Construction of Community Hall in District_3,Community Hall,MP_34,Karnataka,District_3,Agency_10,2023-11-23,2024-10-13,,1550913.21,1568309.21,914752.1,674980.41,43.81,16.643209,69.016884,In Progress,False,False,False,False,False
MPLAD-2024-01500,Construction of Roads in District_1,Roads,MP_33,Tamil Nadu,District_1,Agency_29,2023-04-10,2023-11-20,,1149015.52,1094592.1,951816.06,612117.06,59.24,20.520252,81.136945,In Progress,False,False,False,False,False
MPLAD-2024-01501,Construction of Education in District_5,Education,MP_28,Tamil Nadu,District_5,Agency_13,2023-11-15,2024-11-08,2025-05-08,3051530.41,3116537.61,1984459.79,1100808.24,9.42,17.482351,80.832248,Delayed,False,False,True,True,False
MPLAD-2024-01502,Construction of Community Hall in District_15,Community Hall,MP_49,Maharashtra,District_15,Agency_14,2023-04-21,2024-01-05,2023-12-13,3587786.83,3585679.27,2904900.09,3827728.75,100.0,28.472162,83.491507,Completed,False,True,False,False,False
MPLAD-2024-01503,Construction of Sanitation in District_11,Sanitation,MP_43,Uttar Pradesh,District_11,Agency_22,2023-09-24,2024-04-26,,3715612.08,3854412.34,2760282.06,1892845.16,51.7,24.894061,70.059197,In Progress,False,False,False,False,False
MPLAD-2024-01504,Construction of Roads in District_1,Roads,MP_23,Tamil Nadu,District_1,Agency_14,2023-12-22,2024-11-10,,4568448.06,4354088.76,3806336.46,3202869.85,80.23,9.569898,85.308849,In Progress,False,False,False,False,False
MPLAD-2024-01505,Construction of Sanitation in District_13,Sanitation,MP_38,Uttar Pradesh,District_13,Agency_25,2023-05-17,2023-12-06,,2711362.28,2665440.74,1453089.76,1094459.0,40.89,11.032079,85.762196,In Progress,False,False,False,False,False
MPLAD-2024-01506,Construction of Water Supply in District_14,Water Supply,MP_41,Tamil Nadu,District_14,Agency_3,2023-08-07,2024-02-28,,3951812.48,4057435.85,3865464.74,2644989.99,71.1,33.097453,76.598546,In Progress,False,False,False,False,False
MPLAD-2024-01507,Construction of Education in District_17,Education,MP_21,Uttar Pradesh,District_17,Agency_19,2023-04-09,2023-12-13,,1637132.15,1626554.54,1140132.35,865444.47,54.09,29.749623,82.786808,In Progress,False,False,False,False,False
MPLAD-2024-01508,Construction of Education in District_17,Sanitation,MP_18,Tamil Nadu,District_17,Agency_21,2023-03-26,2024-01-22,,1419290.56,1470142.51,962770.3,902196.51,56.68,29.749723,82.786908,In Progress,False,False,False,False,True
MPLAD-2024-01509,Construction of Community Hall in District_14,Community Hall,MP_39,Gujarat,District_14,Agency_13,2023-03-01,2023-12-05,,1924144.55,1836899.98,1566061.15,1382259.49,74.26,34.92714,85.118673,In Progress,False,False,False,False,False
MPLAD-2024-01510,Construction of Community Hall in District_11,Community Hall,MP_2,Uttar Pradesh,District_11,Agency_2,2023-11-28,2024-08-05,2024-10-22,3520028.54,3641617.09,2361224.89,1557037.91,15.9,34.127941,96.318001,Delayed,False,False,True,True,False
MPLAD-2024-01511,Construction of Health in District_15,Health,MP_27,Maharashtra,District_15,Agency_25,2023-10-26,2024-08-14,,4607353.27,4435670.4,4044719.92,2768316.79,68.54,21.696148,84.061246,In Progress,False,False,False,False,False
MPLAD-2024-01512,Construction of Roads in District_8,Roads,MP_41,Tamil Nadu,District_8,Agency_9,2023-11-03,2024-07-12,,3119099.66,3063497.66,1646663.83,1487008.33,51.48,12.046277,90.52628,In Progress,False,False,False,False,False
MPLAD-2024-01513,Construction of Water Supply in District_13,Water Supply,MP_49,Uttar Pradesh,District_13,Agency_28,2023-01-10,2023-11-28,,3503386.66,3471556.22,2176702.46,1930469.42,57.83,23.884457,85.677487,In Progress,False,False,False,False,False
MPLAD-2024-01514,Construction of Water Supply in District_13,Water Supply,MP_4,Karnataka,District_13,Agency_6,2023-05-15,2023-11-16,,1364264.73,1360706.69,812137.99,482225.33,10.57,34.426428,79.708942,In Progress,False,False,True,False,False
MPLAD-2024-01515,Construction of Sanitation in District_3,Sanitation,MP_13,Tamil Nadu,District_3,Agency_7,2023-06-10,2024-03-07,,1830997.09,1858232.61,1738550.4,1454720.68,84.06,23.560085,89.804411,In Progress,False,False,False,False,False
MPLAD-2024-01516,Construction of Health in District_4,Health,MP_30,Karnataka,District_4,Agency_18,2023-03-26,2024-03-13,,1560258.24,1536585.16,1067580.31,779422.33,55.08,33.3546,71.901239,In Progress,False,False,False,False,False
MPLAD-2024-01517,Construction of Roads in District_4,Roads,MP_15,Karnataka,District_4,Agency_25,2023-06-12,2024-01-11,,1691158.61,1667083.37,1075888.81,835585.74,54.16,35.906455,86.954486,In Progress,False,False,False,False,False
MPLAD-2024-01518,Construction of Health in District_4,Health,MP_13,Karnataka,District_4,Agency_7,2023-06-07,2024-02-09,,4352636.81,4363606.41,2636331.6,1940629.49,44.96,29.531269,74.376607,In Progress,False,False,False,False,False
MPLAD-2024-01519,Construction of Education in District_11,Education,MP_4,Gujarat,District_11,Agency_5,2023-02-18,2023-12-05,,2473241.53,2439612.24,2390136.41,1672558.26,22.39,29.77353,75.700781,In Progress,False,False,True,False,False
MPLAD-2024-01520,Construction of Education in District_7,Education,MP_44,Karnataka,District_7,Agency_9,2023-03-14,2024-01-06,,3287478.76,3417105.0,2520452.75,2332182.18,64.35,10.150614,93.852162,In Progress,False,False,False,False,False
MPLAD-2024-01521,Construction of Sanitation in District_6,Sanitation,MP_5,Uttar Pradesh,District_6,Agency_1,2023-10-29,2024-09-10,,4390724.79,4607007.45,3868489.16,3564849.77,82.44,32.488364,84.505106,In Progress,False,False,False,False,False
MPLAD-2024-01522,Construction of Education in District_17,Education,MP_27,Tamil Nadu,District_17,Agency_6,2023-12-18,2024-11-17,,2529458.39,2639378.05,1889949.32,1403228.24,52.59,24.379731,81.644647,In Progress,False,False,False,False,False
MPLAD-2024-01523,Construction of Education in District_8,Education,MP_8,Gujarat,District_8,Agency_28,2023-07-29,2024-02-01,,1191870.23,1237405.42,893650.37,683664.55,51.26,8.098248,75.113413,In Progress,False,False,False,False,False
MPLAD-2024-01524,Construction of Water Supply in District_16,Water Supply,MP_45,Maharashtra,District_16,Agency_19,2023-03-02,2023-12-23,,3818344.13,3665302.81,3498325.25,2087661.12,53.59,13.263731,68.40547,In Progress,False,False,False,False,False
MPLAD-2024-01525,Construction of Water Supply in District_13,Water Supply,MP_34,Uttar Pradesh,District_13,Agency_25,2023-01-02,2023-10-05,,4087221.87,4240506.81,3422433.96,2001062.89,8.76,21.801874,95.676033,In Progress,False,False,True,False,False
MPLAD-2024-01526,Construction of Education in District_8,Education,MP_41,Uttar Pradesh,District_8,Agency_12,2023-12-14,2024-11-26,,1989405.49,2035489.25,1464990.69,928849.96,45.23,10.064995,91.161934,In Progress,False,False,False,False,False
MPLAD-2024-01527,Construction of Sanitation in District_4,Sanitation,MP_44,Karnataka,District_4,Agency_9,2023-11-30,2024-07-11,2024-10-14,1973207.71,2017686.21,1077795.89,1002128.53,7.84,33.59952,91.474723,Delayed,False,False,True,True,False
MPLAD-2024-01528,Construction of Water Supply in District_2,Water Supply,MP_36,Karnataka,District_2,Agency_19,2023-11-16,2024-10-16,,4871439.7,4860669.27,4198153.47,2799411.84,53.96,20.849202,72.806721,In Progress,False,False,False,False,False
MPLAD-2024-01529,Construction of Roads in District_5,Roads,MP_3,Uttar Pradesh,District_5,Agency_28,2023-04-28,2024-04-11,2024-03-29,4928178.49,4729201.56,3757851.28,5075299.6,100.0,27.203391,71.369242,Completed,False,True,False,False,False
MPLAD-2024-01530,Construction of Sanitation in District_17,Sanitation,MP_19,Tamil Nadu,District_17,Agency_21,2023-11-09,2024-09-15,,3220074.1,3151554.97,3057285.76,2577084.74,89.5,9.089126,76.268862,In Progress,False,False,False,False,False
MPLAD-2024-01531,Construction of Roads in District_12,Roads,MP_29,Tamil Nadu,District_12,Agency_21,2023-01-19,2024-01-11,,1781690.35,1694593.23,1052618.39,847830.63,47.34,22.7611,93.746725,In Progress,False,False,False,False,False
MPLAD-2024-01532,Construction of Education in District_18,Education,MP_26,Uttar Pradesh,District_18,Agency_15,2023-12-03,2024-07-17,2025-01-08,3775031.68,3735253.82,2563259.92,1807306.17,45.26,26.386022,78.560432,Delayed,False,False,False,True,False
MPLAD-2024-01533,Construction of Roads in District_3,Roads,MP_47,Gujarat,District_3,Agency_21,2023-09-10,2024-06-14,,4409461.4,4522587.3,3641843.19,2417786.92,50.36,30.508404,82.105864,In Progress,False,False,False,False,False
MPLAD-2024-01534,Construction of Sanitation in District_17,Sanitation,MP_32,Karnataka,District_17,Agency_23,2023-09-22,2024-08-14,,1899000.15,1841113.81,1072817.85,911597.51,46.83,23.272626,81.094844,In Progress,False,False,False,False,False
MPLAD-2024-01535,Construction of Roads in District_11,Roads,MP_44,Gujarat,District_11,Agency_17,2023-05-02,2024-01-31,2024-06-07,3318443.6,7888454.46,7366820.11,5178758.38,59.29,20.36687,85.579613,Delayed,True,False,False,True,False
MPLAD-2024-01536,Construction of Community Hall in District_13,Community Hall,MP_25,Tamil Nadu,District_13,Agency_24,2023-01-16,2024-01-03,,3231059.04,3279956.63,1892659.17,1496981.35,42.74,29.765195,77.833541,In Progress,False,False,False,False,False
MPLAD-2024-01537,Construction of Sanitation in District_11,Sanitation,MP_24,Uttar Pradesh,District_11,Agency_9,2023-10-31,2024-08-06,,3839581.73,3665981.03,2580594.08,2109030.6,54.39,31.063324,86.292612,In Progress,False,False,False,False,False
MPLAD-2024-01538,Construction of Sanitation in District_6,Sanitation,MP_41,Tamil Nadu,District_6,Agency_8,2023-10-22,2024-06-26,,3350247.09,3301182.34,2446921.3,1881210.68,56.67,28.251086,80.577211,In Progress,False,False,False,False,False
MPLAD-2024-01539,Construction of Education in District_18,Education,MP_37,Uttar Pradesh,District_18,Agency_4,2023-12-15,2024-09-03,,1809092.73,1757340.7,883769.95,561574.8,10.38,31.030719,73.871559,In Progress,False,False,True,False,False
MPLAD-2024-01540,Construction of Community Hall in District_6,Community Hall,MP_22,Karnataka,District_6,Agency_13,2023-10-29,2024-06-21,,4836175.99,4837338.02,4636537.09,3792893.1,81.9,10.466265,74.379743,In Progress,False,False,False,False,False
MPLAD-2024-01541,Construction of Community Hall in District_6,Sanitation,MP_7,Gujarat,District_12,Agency_8,2023-12-30,2024-10-05,,1035259.33,1057634.15,710961.92,607156.95,55.56,10.466365,74.379843,In Progress,False,False,False,False,True
MPLAD-2024-01542,Construction of Community Hall in District_17,Community Hall,MP_17,Karnataka,District_17,Agency_13,2023-06-14,2024-04-13,,1693492.63,1666545.19,1173653.94,770992.36,15.22,10.81159,78.185294,In Progress,False,False,True,False,False
MPLAD-2024-01543,Construction of Health in District_1,Health,MP_13,Uttar Pradesh,District_1,Agency_10,2023-09-20,2024-08-12,2024-11-08,4348960.0,4160561.78,4040620.08,3813709.28,84.12,16.446903,78.799619,Delayed,False,False,False,True,False
MPLAD-2024-01544,Construction of Sanitation in District_6,Sanitation,MP_4,Karnataka,District_6,Agency_7,2023-05-18,2023-11-23,2024-04-24,4105565.47,4144948.86,3407905.86,2865637.91,63.85,32.163074,88.462974,Delayed,False,False,False,True,False
MPLAD-2024-01545,Construction of Health in District_11,Health,MP_19,Maharashtra,District_11,Agency_15,2023-04-21,2023-12-01,,3309366.9,3438344.62,2923119.6,1726876.7,49.52,22.327243,69.601311,In Progress,False,False,False,False,False
MPLAD-2024-01546,Construction of Water Supply in District_17,Water Supply,MP_7,Karnataka,District_17,Agency_8,2023-01-09,2023-12-13,,4818550.05,4639578.15,3937752.1,2865911.6,55.91,34.817677,92.703267,In Progress,False,False,False,False,False
MPLAD-2024-01547,Construction of Community Hall in District_10,Community Hall,MP_6,Maharashtra,District_10,Agency_2,2023-09-28,2024-04-26,,3097031.71,3013084.29,1689772.16,1121208.8,35.39,22.694045,96.02587,In Progress,False,False,False,False,False
MPLAD-2024-01548,Construction of Sanitation in District_5,Sanitation,MP_49,Maharashtra,District_5,Agency_16,2023-09-21,2024-07-31,,3299813.97,7886327.89,6509685.91,4647010.48,63.1,21.669675,93.190217,In Progress,True,False,False,False,False
MPLAD-2024-01549,Construction of Water Supply in District_5,Water Supply,MP_22,Uttar Pradesh,District_5,Agency_18,2023-01-30,2023-10-20,,2166307.08,2085896.59,1934997.06,1478989.51,76.42,35.196989,69.555223,In Progress,False,False,False,False,False
MPLAD-2024-01550,Construction of Water Supply in District_18,Water Supply,MP_29,Karnataka,District_18,Agency_9,2023-06-22,2024-04-27,,3003877.21,2966318.09,2411406.59,2066855.26,66.62,24.147153,88.553129,In Progress,False,False,False,False,False
MPLAD-2024-01551,Construction of Community Hall in District_18,Community Hall,MP_41,Tamil Nadu,District_18,Agency_11,2023-06-12,2024-06-08,,1537724.33,1586019.16,1273660.3,1181054.81,72.08,11.136232,82.688535,In Progress,False,False,False,False,False
MPLAD-2024-01552,Construction of Sanitation in District_10,Sanitation,MP_40,Uttar Pradesh,District_10,Agency_4,2023-06-20,2023-12-23,,1343243.09,1406311.91,730357.52,612826.01,43.8,18.689999,69.909423,In Progress,False,False,False,False,False
MPLAD-2024-01553,Construction of Roads in District_5,Roads,MP_20,Maharashtra,District_5,Agency_12,2023-02-07,2023-10-05,,3488667.7,3518398.24,2253328.73,2049627.28,55.97,21.042037,83.769111,In Progress,False,False,False,False,False
MPLAD-2024-01554,Construction of Roads in District_11,Roads,MP_5,Tamil Nadu,District_11,Agency_7,2023-04-15,2024-03-22,,1400927.51,3407282.27,2341716.33,1255981.07,7.97,25.405874,82.895927,In Progress,True,False,True,False,False
MPLAD-2024-01555,Construction of Education in District_10,Education,MP_20,Maharashtra,District_10,Agency_10,2023-10-28,2024-09-30,,3778167.9,3610222.27,2318738.56,2014180.96,51.1,32.809093,70.664987,In Progress,False,False,False,False,False
MPLAD-2024-01556,Construction of Education in District_10,Water Supply,MP_29,Uttar Pradesh,District_14,Agency_29,2023-11-26,2024-09-06,,4337816.86,4277429.42,3448055.24,1961251.07,41.87,32.809193,70.665087,In Progress,False,False,False,False,True
MPLAD-2024-01557,Construction of Health in District_6,Health,MP_24,Gujarat,District_6,Agency_10,2023-03-30,2024-03-25,,2249623.59,2252859.28,1789625.75,1530918.61,70.08,25.653991,79.941679,In Progress,False,False,False,False,False
MPLAD-2024-01558,Construction of Community Hall in District_7,Community Hall,MP_5,Uttar Pradesh,District_7,Agency_5,2023-01-04,2023-12-10,,2895233.74,2870485.52,2643955.46,1595627.66,50.09,26.888277,73.871403,In Progress,False,False,False,False,False
MPLAD-2024-01559,Construction of Water Supply in District_3,Water Supply,MP_34,Maharashtra,District_3,Agency_8,2023-10-11,2024-08-04,,4560460.55,4724202.21,2543338.91,1393431.25,29.47,25.667457,75.972342,In Progress,False,False,False,False,False
MPLAD-2024-01560,Construction of Water Supply in District_17,Water Supply,MP_46,Karnataka,District_17,Agency_3,2023-06-29,2024-04-26,,3867190.87,3903896.7,2585988.24,1322518.79,35.57,14.227856,92.199739,In Progress,False,False,False,False,False
MPLAD-2024-01561,Construction of Health in District_9,Health,MP_31,Gujarat,District_9,Agency_5,2023-06-16,2024-01-18,,2681161.04,2701826.74,2530191.48,2248404.95,81.08,14.057778,90.479236,In Progress,False,False,False,False,False
MPLAD-2024-01562,Construction of Community Hall in District_13,Community Hall,MP_43,Karnataka,District_13,Agency_18,2023-04-04,2024-04-01,,2732320.81,2648176.81,2521627.51,1485609.0,6.04,8.588119,86.047145,In Progress,False,False,True,False,False
MPLAD-2024-01563,Construction of Water Supply in District_3,Water Supply,MP_30,Uttar Pradesh,District_3,Agency_22,2023-04-22,2024-03-11,,3646700.24,3577792.82,2361362.92,1541432.21,44.64,9.68588,94.944374,In Progress,False,False,False,False,False
MPLAD-2024-01564,Construction of Roads in District_6,Roads,MP_12,Tamil Nadu,District_6,Agency_5,2023-07-30,2024-03-09,,1890084.18,1984526.62,1162458.99,984830.49,46.88,10.344557,93.373066,In Progress,False,False,False,False,False
MPLAD-2024-01565,Construction of Health in District_3,Health,MP_41,Gujarat,District_3,Agency_10,2023-03-27,2023-12-15,,4435005.04,4392238.46,3738664.9,2806539.73,68.41,17.136623,83.1865,In Progress,False,False,False,False,False
MPLAD-2024-01566,Construction of Education in District_18,Education,MP_14,Gujarat,District_18,Agency_11,2023-09-08,2024-09-07,,2941489.48,2898516.04,2741206.42,1575220.74,50.54,24.730377,87.067333,In Progress,False,False,False,False,False
MPLAD-2024-01567,Construction of Water Supply in District_6,Water Supply,MP_26,Uttar Pradesh,District_6,Agency_10,2023-05-10,2024-04-01,2024-03-08,1778477.02,1759041.37,1712043.16,2052135.34,100.0,29.464332,80.995732,Completed,False,True,False,False,False
MPLAD-2024-01568,Construction of Community Hall in District_6,Community Hall,MP_29,Maharashtra,District_6,Agency_20,2023-04-06,2024-02-26,,4750103.95,4862518.36,3544592.52,2680423.84,57.25,25.173515,93.48223,In Progress,False,False,False,False,False
MPLAD-2024-01569,Construction of Roads in District_8,Roads,MP_43,Tamil Nadu,District_8,Agency_29,2023-02-27,2023-10-19,,2427554.65,2378975.82,1443846.68,746472.11,28.51,33.231601,87.673401,In Progress,False,False,False,False,False
MPLAD-2024-01570,Construction of Health in District_19,Health,MP_36,Uttar Pradesh,District_19,Agency_17,2023-02-20,2023-09-22,,3642129.66,3683884.06,3406154.47,2439215.73,71.12,18.423906,94.874518,In Progress,False,False,False,False,False
MPLAD-2024-01571,Construction of Community Hall in District_18,Community Hall,MP_13,Maharashtra,District_18,Agency_6,2023-09-08,2024-08-08,2024-07-18,3794627.92,6667833.42,5214528.86,6847783.04,95.26,25.146044,77.128783,Completed,True,True,False,False,False
MPLAD-2024-01572,Construction of Sanitation in District_17,Sanitation,MP_37,Gujarat,District_17,Agency_15,2023-12-27,2024-09-27,,1209395.07,1263655.32,1037139.02,927838.59,76.01,18.352527,82.867954,In Progress,False,False,False,False,False
MPLAD-2024-01573,Construction of Education in District_13,Education,MP_4,Gujarat,District_13,Agency_26,2023-01-21,2023-09-09,2024-01-24,3702987.04,3873417.88,2427992.85,2169993.54,60.77,27.44205,95.006732,Delayed,False,False,False,True,False
MPLAD-2024-01574,Construction of Water Supply in District_19,Water Supply,MP_37,Maharashtra,District_19,Agency_11,2023-03-25,2023-11-13,2023-10-26,2591514.35,2708914.14,2306346.31,2575732.88,100.0,22.049711,81.349483,Completed,False,True,False,False,False
MPLAD-2024-01575,Construction of Roads in District_5,Roads,MP_42,Maharashtra,District_5,Agency_19,2023-06-28,2024-06-11,2024-10-26,3265866.42,3151360.1,2314935.63,2023270.52,57.98,15.914598,68.071183,Delayed,False,False,False,True,False
MPLAD-2024-01576,Construction of Health in District_7,Health,MP_4,Gujarat,District_7,Agency_20,2023-08-29,2024-03-17,,2662845.24,2723642.12,2449605.36,2266706.54,85.03,15.384179,94.800291,In Progress,False,False,False,False,False
MPLAD-2024-01577,Construction of Roads in District_4,Roads,MP_10,Gujarat,District_4,Agency_13,2023-04-17,2023-11-23,,4101263.02,8507776.82,7213064.26,6606751.1,80.95,18.682861,88.677818,In Progress,True,False,False,False,False
MPLAD-2024-01578,Construction of Community Hall in District_14,Community Hall,MP_30,Karnataka,District_14,Agency_25,2023-12-11,2024-06-30,,1161112.65,1147924.22,807176.13,941760.88,74.22,11.868056,86.984023,In Progress,False,True,False,False,False
MPLAD-2024-01579,Construction of Roads in District_6,Roads,MP_3,Uttar Pradesh,District_6,Agency_4,2023-06-25,2024-06-08,2024-05-23,4209155.27,4414647.7,2971860.27,3981554.81,98.07,12.844212,88.811722,Completed,False,True,False,False,False
MPLAD-2024-01580,Construction of Education in District_7,Education,MP_3,Uttar Pradesh,District_7,Agency_10,2023-10-02,2024-04-02,,4019914.93,3854686.59,3587266.53,3106204.3,73.06,10.641448,69.42468,In Progress,False,False,False,False,False
MPLAD-2024-01581,Construction of Community Hall in District_17,Community Hall,MP_7,Tamil Nadu,District_17,Agency_5,2023-05-26,2023-11-27,,2338974.13,2341146.8,1793725.49,1112917.05,51.45,18.679621,69.320955,In Progress,False,False,False,False,False
